id,phenotype
ZNF746,0.6543790710180764
TRMT12,0.6542680670264828
ERLIN1,0.6540708961773479
CHMP2A,0.653870210791077
VHL,0.6536914138742853
ZKSCAN1,0.6534050081363354
ZGRF1,0.6533670654992499
SLC45A3,0.6533134850913268
RAB5B,0.6531519617023128
CCDC61,0.6530380083257927
WIPI1,0.652799839691808
ZMAT3,0.6527797120667707
TRAFD1,0.6527733906124673
DPF1,0.652509147716013
STX5,0.6522585382471963
FOXJ1,0.652198264793602
TSPO,0.6519921318832907
NCSTN,0.6519729712131699
SRRM1,0.6516011037105811
RILP,0.6515692709731085
RGL1,0.6514243314047639
CLEC11A,0.6513897903996985
TMED6,0.6507619002122312
PSMD8,0.65070792903286
ADM2,0.6503774961806915
SGTA,0.6500664702580187
STYXL1,0.6500170718539573
TNFSF10,0.6499240171776763
CYB5R1,0.6497693612621211
IFNGR1,0.6496251136359295
NKD1,0.649566266340516
FKRP,0.6492977264019284
WRAP53,0.648579110565294
KIF3C,0.6485540077799686
CASP1,0.6484703576736212
ATP6V0D1,0.6482114354081366
ITIH2,0.6481276436607292
CALCOCO2,0.6473537480475525
MTURN,0.6472173225589258
OAZ3,0.6470551210178769
GAL3ST1,0.6469204916787676
UBE2D3,0.6467367098754196
PTCRA,0.6467317354411402
CYTH3,0.6466861785505533
STRAP,0.6466590138783977
EIF1,0.6463586661965381
ARFRP1,0.6462804632392176
TSEN2,0.6462591477810197
USP3,0.6462034929607248
ARHGEF19,0.646102755225103
DNMT3B,0.646049892654571
POLR2D,0.6452935679440309
LETM1,0.6452553860443123
ZNF335,0.6452102763004622
HMGXB3,0.6451352699386247
GTSF1,0.6451341222257366
YIPF4,0.6449967564457149
SERPINA12,0.6448743714910081
FBXO28,0.6448069704859416
HSPBAP1,0.6445317180727594
ABHD17C,0.6444977954200115
F7,0.644125258266385
TSPAN31,0.6439189009764802
COL4A2,0.6438993429250879
NCBP1,0.6438945093345578
UQCR11,0.6431237996548318
RNF146,0.6430791598681398
UCKL1,0.643048440537395
FICD,0.6429731567516331
ZCWPW1,0.642772562507558
LRRC26,0.6424409487520446
CDC37L1,0.6424026310381871
MAP2K6,0.6420643053491857
MITF,0.6420429527211776
ONECUT1,0.6419708603490403
RNF111,0.6416826778959525
MAP3K3,0.6416771889170563
CHSY1,0.6415939771569412
MOB2,0.6415927819473295
HAGHL,0.6415590677747958
TARBP2,0.6415510155773372
SLC4A2,0.641547892424357
EIF4A1,0.6413896204154077
ITPKB,0.6413124627789089
CLCN6,0.6412537379307814
PPP2R5C,0.6412311358279346
VPS28,0.6410394168213127
GLB1,0.6410250781461104
SEC24C,0.6408836140646555
HLF,0.6408199775243459
CHIT1,0.6407488984182168
PILRA,0.6407442255878625
POLG2,0.6404904090656068
CCL20,0.6404585148886077
HM13,0.6403631278265033
SFXN3,0.6403496433150064
ARID3A,0.640233758543327
CCNDBP1,0.6402013122187319
ANXA3,0.640170282728655
SNX27,0.639758472373712
ETNK2,0.6397357743503076
ALAD,0.6392771905544031
PLXNB1,0.6391339416629435
RGL3,0.6390551097878909
FAM136A,0.6389953380853389
ZNF556,0.638751703025461
AGPS,0.6385781465972468
TTC30B,0.6385139954597276
ULK4,0.6384989261647637
NR1H3,0.6383302234885445
ETV5,0.6380823816018187
NUDT13,0.6378715018070338
UBTF,0.6378436133531404
NCAPD2,0.6376587029570624
CX3CL1,0.6374851331258705
RASA4,0.6374504875341203
CAMKV,0.637266596059559
WWP2,0.6372485478008525
ZNF653,0.6371482585274516
DMXL1,0.6371238922902485
GRAP,0.6367490026456835
SPRY4,0.6367087176460109
DAGLB,0.6364889301177927
INTS10,0.6364599278067863
HPS6,0.6363381799481107
NBEAL2,0.6363026466480639
ADH5,0.6362692684644112
PRR13,0.6361798096503255
FBXW5,0.636097701038155
TADA3,0.636067944705217
COQ9,0.6360023367349824
DAPP1,0.6359105194740019
RPL10A,0.635889352808063
LGMN,0.6358590889385627
FSCN1,0.6357733690193975
USP48,0.6356328461495214
NOP9,0.6355683899683895
ABTB1,0.6355294873931001
ZNF329,0.6355070901986566
EDEM2,0.6355036366825051
NENF,0.635335244733899
TRIM59,0.635328815248517
FAM8A1,0.635188735832043
DMC1,0.6351664826433169
DHX38,0.6351342145365442
ACLY,0.6351261120328903
ENTPD2,0.6348434996142679
POLDIP2,0.6344991938628224
LIPG,0.6344704367202213
SYNGR2,0.6344454595988493
SERPINA4,0.6343632239792968
TXN,0.6342635957863525
NQO1,0.6340541436270767
EIF2A,0.63403760843595
OSCAR,0.6339855999208569
MND1,0.6338133931403829
DZIP1L,0.6336567010365782
FNIP1,0.6333883229911677
TRIAP1,0.633376270642899
CEP85,0.6333594371324869
MBD4,0.6333354864761259
EIF3A,0.633010559209883
ZNF236,0.632976247317286
CD320,0.6329747030712726
SMG6,0.6329047203811089
SCNN1D,0.6328916202118456
FZD9,0.6327833651256958
TAF9,0.6326595223661945
ABCA7,0.6325789915191994
MPHOSPH10,0.6323570980715238
LPAR2,0.6322423874631101
YWHAB,0.6322231891048654
WWTR1,0.6322054204920272
PKN3,0.6321044672752661
ARFIP1,0.6320441764884525
CYP24A1,0.632042382768135
XPNPEP1,0.632020809789517
SEC14L2,0.6318428530649784
GIGYF2,0.6316160052875078
GDF1,0.6315267551659999
CRABP1,0.6314070174379964
PGLS,0.6311477442026945
MBIP,0.6307591211568166
MT1G,0.630565038030858
CNOT1,0.6304730664741063
NRARP,0.6304525055734895
NRROS,0.6304398077228379
PEX26,0.6302440803083755
C9orf78,0.6301900649265076
RPL28,0.6300267424912769
UFL1,0.6300223884035211
HMG20B,0.6299857916925222
MT1H,0.6298956526621943
CELF1,0.6298633383976471
ZNF446,0.6298371130918394
ACIN1,0.6298049643090234
PGP,0.6297140383148624
TK2,0.6296046518281688
FAHD1,0.6295705628503455
C1orf115,0.6295545196379546
PDE1B,0.6295300489805303
TMPRSS9,0.6290758551171007
CASP8,0.6289958235502797
LHX2,0.6289576972694172
AMZ2,0.6289116080907313
CXCR4,0.6287375385868321
SDHAF2,0.6287108784044458
ETFB,0.6286923706255059
MBOAT7,0.6285267424994319
SP4,0.6285193110822278
CRNKL1,0.628063461972292
ACADSB,0.6280002379100185
USP20,0.6279495764030936
GKAP1,0.6278970142573392
ZNF664,0.6277253362898747
CALHM2,0.6276524813049398
NOC2L,0.6275873167298474
PITPNM1,0.6273981667975033
SLC2A13,0.6272668089818229
MYNN,0.6272303609551415
SNRNP35,0.6271708312929151
PCGF3,0.6270221083960443
PINK1,0.6269882117017694
CRELD1,0.626985512467048
CHST13,0.6269743094017541
RAPGEF6,0.6269167525319382
PES1,0.6269046250028109
ACTR6,0.6267367514690271
TMEM101,0.6267025774670316
SLC16A13,0.6265957896048875
TNFRSF1A,0.6260322002610523
GNG7,0.6257838343765689
C11orf80,0.6257380790143388
SERGEF,0.6256490039065319
ABRACL,0.6255272308047432
VIL1,0.6254540912503332
TLR6,0.6254363179443154
GPX4,0.6253647608909308
SERINC1,0.6253540275316151
USP12,0.6253223089625354
DDX50,0.6252199827905336
RAI1,0.6251467022963946
COASY,0.6251088776604865
RAB8B,0.6250127862500378
DYNC1LI1,0.6249744760188338
RCE1,0.6248739944332513
SLC25A1,0.6248110711460603
UBQLN4,0.6246436500337216
TRAK2,0.6245263727306457
THAP9,0.6245120251165256
RNF168,0.6244430122533865
MTPAP,0.6243713467738868
PFAS,0.6243659018887537
C2orf42,0.6240551989177995
CCL2,0.6239457452428914
LINGO3,0.6239059327644622
ALG8,0.6238579294291362
GPN2,0.6236892927983505
KLC4,0.6236872854589329
IL18,0.6236008447419061
GLUL,0.6234978642674261
MPND,0.6234394559114212
LRP1,0.623413176104709
BTN2A2,0.623396463120893
WDR89,0.6233630920507442
APOL1,0.6230506138034402
ALG3,0.6228967755124668
RPUSD2,0.6228653833856116
FCGRT,0.6228255290001056
CHST11,0.6227660836363135
MED16,0.6227487818633068
LRIG1,0.6227068670081852
STUB1,0.6226267708675612
SULT1A1,0.6225849248367612
ZNF212,0.6224272697336583
TTLL4,0.6223999523436958
FBXO17,0.6223818521781023
IFI27L2,0.6222637854616573
ARL6IP1,0.6222131258669499
MTRF1L,0.622165985896239
SEMA7A,0.622092621841787
FANCD2,0.6219124932524185
TOLLIP,0.6216929704352603
KDM8,0.6215905183123576
BCAT2,0.6214681894335631
YDJC,0.6214308995452391
LAMB3,0.6214051904812072
SEMG1,0.6213207355045736
CLINT1,0.6211377576028951
P2RX4,0.6211123425950482
CENPA,0.6210721015631879
SRPK1,0.6210494101254372
FOXA3,0.6208829351460137
ATOX1,0.6208098852392323
WT1,0.6207950788343676
ALCAM,0.6207745459528142
CAMKMT,0.6207350424056804
ASPHD1,0.6206166741105248
GCC2,0.6205401984160157
HDDC3,0.6204792684281315
TAF3,0.6204713409730624
HERPUD2,0.6204309217712218
PIDD1,0.6203778213932734
JMJD1C,0.6203568257203902
CEP55,0.6201740186453535
TMEM19,0.6200729514785783
CITED2,0.6200244941246623
PSMB10,0.6199217640768006
FBXL16,0.6198093398897078
ASAH2B,0.6197316263258813
PARP14,0.6195527552727141
ATE1,0.6195035453856291
BCAS4,0.6194948517762618
TSPAN9,0.6194221566320028
TNKS2,0.6193957807556432
CPLX2,0.6193637806246647
SLC4A7,0.6193418891381516
CSTA,0.6192646813583031
FAM126B,0.6192102364135468
VKORC1,0.6187662136105809
CCDC88C,0.6186418193688525
THRA,0.6186320422782934
DMRT2,0.6185892282486285
ZNF16,0.6185042539316024
MED1,0.6184390915151168
EBAG9,0.6183939857989672
TYK2,0.6182278604611021
LSM11,0.6181920945208196
IGF2R,0.6181397108413611
HSPA5,0.6181188684830632
FOXRED1,0.6180162499097549
PLEKHA6,0.6179439498667132
TNFAIP8L1,0.6179430807237616
GPR157,0.6178878390224308
KIF13A,0.6178467000812395
WDR90,0.6178234600519699
STXBP2,0.6177079698779798
UBXN6,0.617563442376886
RASSF1,0.61754798374671
BPNT1,0.6174609633743117
ZNF394,0.6171361278341913
ETFA,0.6170836525087389
C17orf99,0.6170462212759599
DEPDC5,0.6170200976245571
MED18,0.6168768679023303
NUDT22,0.6168550254016387
SERPING1,0.6167494919217507
LPAR5,0.6167247583084785
TMEM11,0.6166569808843687
ZFAND2B,0.6165167789757138
C6orf89,0.6165053238927152
IRF5,0.6164691654289419
TFPT,0.6163107697021462
EEPD1,0.6161814514660234
NOTCH2,0.616179461770781
EIF5AL1,0.6161235859663261
TCTN3,0.6160753170450086
FERMT3,0.6160217599107787
GOLGA7,0.615957601538669
ZADH2,0.6157444951579054
WDR53,0.6157315434015945
CACTIN,0.6155199756899599
AGPAT5,0.6154900849763651
SETDB1,0.6154539373565606
TRPM4,0.6154460394615529
GRPEL2,0.6154274505481226
TTPAL,0.6153330981791899
ZNF8,0.6151905486008223
CNN1,0.61517867015885
AK6,0.6150177397730887
BRMS1,0.6149474898897797
PHLPP2,0.6148101837266543
RPL32,0.6145591755875249
RNASE3,0.614292118250672
UBAP2L,0.6142460800492306
LAMTOR3,0.6142228928922233
AOAH,0.6142081055418679
CNIH3,0.6141926668048441
PNKP,0.6141612928867592
CDR2,0.6137839001400288
HSPA1A,0.6137772642038674
SECTM1,0.613478865963301
SLC39A8,0.6133597567052422
MLLT11,0.6132920527170006
PHLDA2,0.6132889458836988
DNASE2B,0.6131212806679792
DNMBP,0.6130980780072465
AHRR,0.6130569439506862
PRRT1,0.6128769256748091
PPDPF,0.612710561668185
TRAF2,0.6126401092414095
E2F3,0.6126251484988812
PEX19,0.6125361993084133
NUDT16L1,0.612518031456243
SMARCA5,0.6124949174896794
CNPPD1,0.6124719737218127
FAM162A,0.612341744048848
SNX18,0.6123045075305467
MISP,0.6120527864447308
C11orf21,0.6119706255286572
SIPA1L3,0.6118622066940049
PDS5A,0.6117050108093249
CCDC51,0.6116067798883825
RBM14,0.6114664723365587
FAM161B,0.6114539109300625
WDR59,0.6114455459127947
SEMA4G,0.6113665000025392
GNB3,0.6113548875519528
ZNF250,0.6111753073504422
HECA,0.611114128355478
TBC1D4,0.6110912888348563
C16orf74,0.6110767716326506
ZRANB1,0.6108997361766624
SH3BGR,0.6108553867291822
TIMM8B,0.6107554607592528
RHBDL2,0.6105666446885913
MRRF,0.6105129633684189
ACSL5,0.610496012205987
EXT1,0.6103546049764064
ARFGAP1,0.6102747196319506
SNAPC2,0.6100269958044331
PFKP,0.6099823115266056
CERS6,0.6099477756690597
INF2,0.6099390358796878
PHYHD1,0.6098790833496099
TMEM176A,0.6098664438801198
PDE4DIP,0.6098588776803688
E2F1,0.6097983256756943
MAP3K11,0.6097837321098255
OST4,0.6096687803187822
DOCK7,0.6095954132551754
ANKRD10,0.6093324697753972
EFNA4,0.6093279158000238
PRKCB,0.6092777071870772
RHNO1,0.6091849056246079
U2SURP,0.609111341917296
CACNB3,0.6090097847952726
COL9A3,0.6089639544946621
CXCL16,0.6089436790945679
DYM,0.6088760133232903
BUB1B,0.6088217589028121
CENPB,0.6087470432924194
IRF9,0.6086799205446739
IDH3A,0.6086524685703777
CCS,0.6085978820050566
SCN1B,0.6085808533267609
TAPBPL,0.6085702005017741
CLDND1,0.6085358248906243
DCAF8,0.6084650284151965
NLRP7,0.6083089562098668
ASH1L,0.608286680998142
UBE4B,0.6081678476488892
CD81,0.6080668411301378
CELSR3,0.6079805905252675
AOX1,0.6078799209714691
UAP1L1,0.6078467647600552
HAUS5,0.6077843190711233
HS3ST5,0.6077489103294065
SPCS3,0.607705178804035
SEC22A,0.6074751083041344
CAMK1,0.6073214868108399
GNA15,0.6072991443269357
MICAL3,0.6070076863849737
TXNIP,0.6069995154485578
PLD3,0.6069700007414627
TXLNA,0.6069633431768291
SLC25A45,0.6069516934240021
DNMT1,0.6069458804439324
APPL2,0.6068150762831086
PSD3,0.6067317917594854
RUFY1,0.6067300359331174
C8G,0.6066732520796723
LDLRAP1,0.6066237191479151
ARHGAP9,0.6066231917468622
CYB5D2,0.6065202108942801
CADM4,0.6064340143152418
TONSL,0.6064108597504633
MRPL18,0.6062364624144352
TAT,0.6062215036148855
FYN,0.6058922951951535
ALDH7A1,0.605857014713457
GNG2,0.6056607441395527
DYRK3,0.6056163909970863
ING5,0.6055749651375801
TBC1D15,0.6054256625603509
UBE2N,0.6054055287451505
EIF2D,0.6053173541582199
DDX21,0.6053110833271844
TTC9C,0.6051993000860499
UFC1,0.6051575647009587
STEAP3,0.6050347583665264
CCDC7,0.604997847812543
DDX31,0.604916212668275
TM4SF5,0.6047702448355542
CLEC4E,0.6047205694801352
ST8SIA5,0.6046061201852628
CYP2W1,0.6044511691481433
TSSK3,0.6044180633386753
SAT2,0.6043635563548351
ACOT8,0.6041176722318972
RPS27L,0.6040658735365201
WDR47,0.6039483042032433
NCOA3,0.6039271832829756
CDK5RAP1,0.6038793417771865
NSA2,0.6037532017948223
SUGP2,0.6036864456562808
ERGIC3,0.6036549674754046
KIAA0513,0.6034561261261802
ITPKC,0.603436717558329
TMEM14A,0.6033914624081176
LIMS2,0.6033038718367298
SCAMP4,0.6032636905119206
PARP2,0.6032344497965237
UBE2K,0.60312896586367
GPR84,0.6028943839384444
CLEC3B,0.6028264390205241
TIAM1,0.6027771938577822
KLF10,0.602692695444059
FRMD3,0.6026875526614945
FEM1A,0.6026692993633901
RPP25,0.6026688572948333
MPDZ,0.602610988921705
CFD,0.6026007754803459
IGSF6,0.6025310506678396
SHISA5,0.6024761557247342
IQCC,0.6023755393038157
MCM5,0.6023320817750125
CLOCK,0.6023099433224408
TBKBP1,0.6022467811265773
SMARCA2,0.6020802958206225
FOXJ2,0.6019241449327776
HOMER3,0.6018801057175851
LMO7,0.6016970718997928
SLC26A1,0.6016509262705585
CAPG,0.6016441915432515
HDAC10,0.6014920129721998
TRAPPC1,0.6014520692751922
WBP2,0.6012522740655325
PUM2,0.6011629908050193
SYF2,0.6010559872958171
OSM,0.6010448828409618
EYA3,0.6010092892658134
PDGFC,0.6008184379545278
PEX16,0.6007217269311332
MTCH2,0.6005098315728117
CHST15,0.6003421338656914
STRN,0.6002101670812109
MMD,0.6001283335897456
PHF20L1,0.6000232521351812
GHRL,0.6000156032015416
ADPGK,0.5999966829758361
FAM65A,0.5999947465003733
ADAP2,0.5998918708374297
GLRX3,0.5998211931932075
IDE,0.5997018865381054
MTA2,0.599647788249476
CHAF1A,0.5995792307382284
SLC25A35,0.5995079399105123
FRA10AC1,0.5994760642022557
ZNF577,0.5994010917346079
JTB,0.5993858678312621
TST,0.5993727999300233
MYBBP1A,0.5993456686685757
MYO1A,0.599319114462426
NCKAP5L,0.5991745835960718
SNAP47,0.5990699578333334
LCMT1,0.599010561963879
ATP8B1,0.5988903132756127
BRD2,0.5986985565330674
LCORL,0.5986923657409067
HGFAC,0.5986105044627781
ZNF148,0.5983801102370808
MPI,0.5983248805213328
STAU2,0.5981731229543602
HEATR5B,0.5980406087817093
PXK,0.597947222520864
TPD52,0.5979441822742961
KLHL26,0.5979098357431861
IQGAP2,0.5978929425253787
CHRNB1,0.5978044711165242
LAT2,0.5976914262785811
SPTAN1,0.5976541731144928
TLR1,0.5976395037342387
FAM114A2,0.5976250091764226
ZCCHC24,0.5976125909544154
NUTF2,0.5974586435118524
EARS2,0.5973558142906337
BBX,0.5969832232036746
ACO1,0.5968947476753957
APOH,0.5968139509164656
AKNA,0.5967120996935003
AMBRA1,0.596582304608978
TPCN2,0.59655736849412
SLC44A3,0.5964395848375711
B4GAT1,0.5962785647035953
PSME1,0.5961882700814248
KPNA3,0.5959433887304197
MYH9,0.5959071012235766
SLAMF9,0.5958601941476228
AGPAT1,0.5958530926891755
SNN,0.5958419677317469
C19orf38,0.5957445583883171
RAPGEF1,0.5957095661123648
MRPL22,0.595577193767956
SART3,0.5955697917451959
MFSD12,0.5953198637533618
TSPAN32,0.5952888688946768
ICAM4,0.5952707304857081
UBE2Q2,0.5952539420914212
TCF4,0.5951740374238563
